"","Sample.ID","Culture","Salinity","Temperature","Treatment.ID","Replicate","Day","Date","Week","Continuation","DunaAlive","DunaDead","Fluorescenc","Absorbance"
"223","S3_24_2M_2","3","2",24,"S3_24_2M","2",2,NA,"01",0,160806.68714631,113.926097871987,NA,NA
"224","S3_24_4M_2","3","4",24,"S3_24_4M","2",2,NA,"01",0,57817.3310374979,199.370107025855,NA,NA
"225","S11_24_2M_2","11","2",24,"S11_24_2M","2",2,NA,"01",0,106976.969216651,56.963242394383,NA,NA
"226","S11_24_4M_2","11","4",24,"S11_24_4M","2",2,NA,"01",0,39532.5125984775,256.33473586909,NA,NA
"227","S13_24_2M_2","13","2",24,"S13_24_2M","2",2,NA,"01",0,84477.3013613622,85.4456858004338,NA,NA
"228","S13_24_4M_2","13","4",24,"S13_24_4M","2",2,NA,"01",0,55169.5560445578,313.301557300019,NA,NA
"229","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",2,NA,"01",0,117060.390763936,28.481846901201,NA,NA
"230","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",2,NA,"01",0,52064.5214297786,199.371799785804,NA,NA
"231","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",2,NA,"01",0,59697.8159396939,113.927129655904,NA,NA
"232","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",2,NA,"01",0,55425.5799505791,598.117769250854,NA,NA
"233","S3_24_2M_3","3","2",24,"S3_24_2M","3",2,NA,"01",0,173424.002485632,113.926097871987,NA,NA
"234","S3_24_4M_3","3","4",24,"S3_24_4M","3",2,NA,"01",0,52206.4865969131,199.370107025855,NA,NA
"235","S11_24_2M_3","11","2",24,"S11_24_2M","3",2,NA,"01",0,122955.854681135,85.4453472419283,NA,NA
"236","S11_24_4M_3","11","4",24,"S11_24_4M","3",2,NA,"01",0,38563.9404727555,170.888953350467,NA,NA
"237","S13_24_2M_3","13","2",24,"S13_24_2M","3",2,NA,"01",0,78467.9323720897,56.9640162410814,NA,NA
"238","S13_24_4M_3","13","4",24,"S13_24_4M","3",2,NA,"01",0,57419.2733465758,199.372476897833,NA,NA
"239","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",2,NA,"01",0,118142.700946182,113.927387604804,NA,NA
"240","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",2,NA,"01",0,54561.8669139365,258.04351141641,NA,NA
"241","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",2,NA,"01",0,0,0,NA,NA
"242","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",2,NA,"01",0,0,0,NA,NA
"243","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",2,NA,"01",0,53931.8006942231,286.718770304216,NA,NA
"244","S1C_36_3.5M_1","1C","3,5",36,"S1C_36_3.5M","1",2,NA,"01",0,84391.6645992655,740.527600263552,NA,NA
"245","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",2,NA,"01",0,57732.5075955491,1481.05100886461,NA,NA
"246","S3_36_2M_1","3","2",36,"S3_36_2M","1",2,NA,"01",0,78101.3029636933,86.0146508410719,NA,NA
"247","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",2,NA,"01",0,55134.982775564,86.0140136904274,NA,NA
"248","S3_36_4M_1","3","4",36,"S3_36_4M","1",2,NA,"01",0,39646.2820594515,170.889146807981,NA,NA
"249","S11_36_2M_1","11","2",36,"S11_36_2M","1",2,NA,"01",0,61720.8609634761,28.4821693417056,NA,NA
"250","S11_36_3.5M_1","11","3,5",36,"S11_36_3.5M","1",2,NA,"01",0,53774.4879112121,1651.97049727241,NA,NA
"251","S11_36_4M_1","11","4",36,"S11_36_4M","1",2,NA,"01",0,44118.4557682906,3246.93606041648,NA,NA
"252","S13_36_2M_1","13","2",36,"S13_36_2M","1",2,NA,"01",0,69468.7581516845,398.754659337263,NA,NA
"253","S13_36_3.5M_1","13","3,5",36,"S13_36_3.5M","1",2,NA,"01",0,47821.1021529761,1395.61286807375,NA,NA
"254","S13_36_4M_1","13","4",36,"S13_36_4M","1",2,NA,"01",0,49815.1449927696,797.498033046055,NA,NA
"255","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",2,NA,"01",0,71119.534020316,56.9639839970492,NA,NA
"256","Mix_36_3.5M_1","mix","3,5",36,"Mix_36_3.5M","1",2,NA,"01",0,62659.7085041099,797.487199143217,NA,NA
"257","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",2,NA,"01",0,51267.2663835937,1281.68165958984,NA,NA
"258","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",2,NA,"01",0,43581.3772530341,544.767215662926,NA,NA
"259","S1C_36_3.5M_2","1C","3,5",36,"S1C_36_3.5M","2",2,NA,"01",0,78723.379229709,797.487199143217,NA,NA
"260","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",2,NA,"01",0,64397.310038,1794.35229208049,NA,NA
"261","S3_36_2M_2","3","2",36,"S3_36_2M","2",2,NA,"01",0,85046.0727557817,28.4816050756134,NA,NA
"262","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",2,NA,"01",0,56051.6718801037,227.852324715869,NA,NA
"263","S3_36_4M_2","3","4",36,"S3_36_4M","2",2,NA,"01",0,50013.5569658024,113.926097871987,NA,NA
"264","S11_36_2M_2","11","2",36,"S11_36_2M","2",2,NA,"01",0,52805.5832750806,113.927903506107,NA,NA
"265","S11_36_3.5M_2","11","3,5",36,"S11_36_3.5M","2",2,NA,"01",0,52833.766189759,2250.06335794661,NA,NA
"266","S11_36_4M_2","11","4",36,"S11_36_4M","2",2,NA,"01",0,45941.3490746667,3303.90359123455,NA,NA
"267","S13_36_2M_2","13","2",36,"S13_36_2M","2",2,NA,"01",0,71717.8182335069,313.302621353684,NA,NA
"268","S13_36_3.5M_2","13","3,5",36,"S13_36_3.5M","2",2,NA,"01",0,55568.114757976,626.600986507162,NA,NA
"269","S13_36_4M_2","13","4",36,"S13_36_4M","2",2,NA,"01",0,61464.1039415447,398.747662271375,NA,NA
"270","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",2,NA,"01",0,60980.4626314915,170.893402984096,NA,NA
"271","Mix_36_3.5M_2","mix","3,5",36,"Mix_36_3.5M","2",2,NA,"01",0,62233.2229700265,769.014654549527,NA,NA
"272","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",2,NA,"01",0,53574.141745697,1538.01363863245,NA,NA
"273","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",2,NA,"01",0,52577.7869905182,370.266105567029,NA,NA
"274","S1C_36_3.5M_3","1C","3,5",36,"S1C_36_3.5M","3",2,NA,"01",0,67815.1239276771,740.526342763379,NA,NA
"275","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",2,NA,"01",0,54827.3690781609,1253.19700750082,NA,NA
"276","S3_36_2M_3","3","2",36,"S3_36_2M","3",2,NA,"01",0,70805.5507666295,85.4451537811297,NA,NA
"277","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",2,NA,"01",0,58187.5239357783,85.4442348543,NA,NA
"278","S3_36_4M_3","3","4",36,"S3_36_4M","3",2,NA,"01",0,41668.3759540054,284.81459982232,NA,NA
"279","S11_36_2M_3","11","2",36,"S11_36_2M","3",2,NA,"01",0,65815.8477969425,18.2771029705478,NA,NA
"280","S11_36_3.5M_3","11","3,5",36,"S11_36_3.5M","3",2,NA,"01",0,58510.7228563118,2464.49176500798,NA,NA
"281","S11_36_4M_3","11","4",36,"S11_36_4M","3",2,NA,"01",0,46542.5711863775,2995.52187485257,NA,NA
"282","S13_36_2M_3","13","2",36,"S13_36_2M","3",2,NA,"01",0,91993.0164704161,526.205006728491,NA,NA
"283","S13_36_3.5M_3","13","3,5",36,"S13_36_3.5M","3",2,NA,"01",0,62624.8174385071,362.892154031084,NA,NA
"284","S13_36_4M_3","13","4",36,"S13_36_4M","3",2,NA,"01",0,65099.4334270648,543.225420252761,NA,NA
"285","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",2,NA,"01",0,77925.1831037417,187.941352074143,NA,NA
"286","Mix_36_3.5M_3","mix","3,5",36,"Mix_36_3.5M","3",2,NA,"01",0,65331.3785948246,848.229962821634,NA,NA
"287","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",2,NA,"01",0,59839.9338677333,1348.24058491618,NA,NA
"288","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",2,NA,"01",0,8.09928507000257,0,NA,NA
"289","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",2,NA,"01",0,16.1985153855354,0,NA,NA
"290","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",2,NA,"01",0,8.09923553037982,0,NA,NA
"291","S1C_24_2M","1C","2",24,"pooled","pooled",2,NA,"01",0,69979.645698566,94.9392854627243,NA,NA
"292","S1C_24_4M","1C","4",24,"pooled","pooled",2,NA,"01",0,57846.3276616286,674.066652544557,NA,NA
"293","S3_24_2M","3","2",24,"pooled","pooled",2,NA,"01",0,163911.173313321,104.432256382655,NA,NA
"294","S3_24_4M","3","4",24,"pooled","pooled",2,NA,"01",0,53886.8917847025,180.382477785297,NA,NA
"295","S11_24_2M","11","2",24,"pooled","pooled",2,NA,"01",0,114876.320559623,47.4695298787704,NA,NA
"296","S11_24_4M","11","4",24,"pooled","pooled",2,NA,"01",0,39855.2233537754,284.815921784586,NA,NA
"297","S13_24_2M","13","2",24,"pooled","pooled",2,NA,"01",0,85958.44564116,170.891376975171,NA,NA
"298","S13_24_4M","13","4",24,"pooled","pooled",2,NA,"01",0,54552.1928468469,256.336546878865,NA,NA
"299","Mix_24_2M","mix","2",24,"pooled","pooled",2,NA,"01",0,120430.861599911,85.4456481828587,NA,NA
"300","Mix_24_4M","mix","4",24,"pooled","pooled",2,NA,"01",0,53248.1738921167,237.916488898274,NA,NA
"301","S1C_36_2M","1C","2",36,"pooled","pooled",2,NA,"01",0,50030.3216459251,400.58403051139,NA,NA
"302","S1C_36_3.5M","1C","3,5",36,"pooled","pooled",2,NA,"01",0,76976.7225855505,759.513714056716,NA,NA
"303","S1C_36_4M","1C","4",36,"pooled","pooled",2,NA,"01",0,58985.7289039033,1509.53343614864,NA,NA
"304","S3_36_2M","3","2",36,"pooled","pooled",2,NA,"01",0,77984.3088287015,66.6471365659383,NA,NA
"305","S3_36_3.5M","3","3,5",36,"pooled","pooled",2,NA,"01",0,56458.059530482,133.103524420199,NA,NA
"306","S3_36_4M","3","4",36,"pooled","pooled",2,NA,"01",0,43776.0716597531,189.876614834096,NA,NA
"307","S11_36_2M","11","2",36,"pooled","pooled",2,NA,"01",0,60114.0973451664,53.5623919394535,NA,NA
"308","S11_36_3.5M","11","3,5",36,"pooled","pooled",2,NA,"01",0,55039.658985761,2122.17520674233,NA,NA
"309","S11_36_4M","11","4",36,"pooled","pooled",2,NA,"01",0,45534.1253431116,3182.12050883453,NA,NA
"310","S13_36_2M","13","2",36,"pooled","pooled",2,NA,"01",0,77726.5309518692,412.754095806479,NA,NA
"311","S13_36_3.5M","13","3,5",36,"pooled","pooled",2,NA,"01",0,55338.0114498197,795.035336203999,NA,NA
"312","S13_36_4M","13","4",36,"pooled","pooled",2,NA,"01",0,58792.8941204597,579.823705190064,NA,NA
"313","Mix_36_2M","mix","2",36,"pooled","pooled",2,NA,"01",0,70008.3932518497,138.599579685096,NA,NA
"314","Mix_36_3.5M","mix","3,5",36,"pooled","pooled",2,NA,"01",0,63408.1033563203,804.910605504793,NA,NA
"315","Mix_36_4M","mix","4",36,"pooled","pooled",2,NA,"01",0,54893.7806656747,1389.31196104616,NA,NA
"316","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",3,NA,"01",0,105354.053514905,170.890597753293,NA,NA
"317","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",3,NA,"01",0,79435.7810799126,484.190849178384,NA,NA
"318","S3_24_2M_1","3","2",24,"S3_24_2M","1",3,NA,"01",0,386099.04240386,56.9635648279522,NA,NA
"319","S3_24_4M_1","3","4",24,"S3_24_4M","1",3,NA,"01",0,53374.376853026,142.407622339984,NA,NA
"320","S11_24_2M_1","11","2",24,"S11_24_2M","1",3,NA,"01",0,224722.535261102,56.9638872651716,NA,NA
"321","S11_24_4M_1","11","4",24,"S11_24_4M","1",3,NA,"01",0,43924.790000752,344.058407316595,NA,NA
"322","S13_24_2M_1","13","2",24,"S13_24_2M","1",3,NA,"01",0,164312.518831683,284.819758765268,NA,NA
"323","S13_24_4M_1","13","4",24,"S13_24_4M","1",3,NA,"01",0,55852.9966182169,370.264638468546,NA,NA
"324","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",3,NA,"01",0,240332.816983998,85.4466047584729,NA,NA
"325","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",3,NA,"01",0,61605.6420367235,170.889436995072,NA,NA
"326","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",3,NA,"01",0,113670.471905174,142.408509026778,NA,NA
"327","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",3,NA,"01",0,72685.3441498144,569.634358540865,NA,NA
"328","S3_24_2M_2","3","2",24,"S3_24_2M","2",3,NA,"01",0,337565.511945774,56.9634680974982,NA,NA
"329","S3_24_4M_2","3","4",24,"S3_24_4M","2",3,NA,"01",0,59554.9013726102,199.370784126385,NA,NA
"330","S11_24_2M_2","11","2",24,"S11_24_2M","2",3,NA,"01",0,188151.293631361,113.927516579692,NA,NA
"331","S11_24_4M_2","11","4",24,"S11_24_4M","2",3,NA,"01",0,42779.5161116442,199.37191263749,NA,NA
"332","S13_24_2M_2","13","2",24,"S13_24_2M","2",3,NA,"01",0,148561.145253791,512.672663835937,NA,NA
"333","S13_24_4M_2","13","4",24,"S13_24_4M","2",3,NA,"01",0,58957.2562248861,427.226494383233,NA,NA
"334","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",3,NA,"01",0,229649.651527232,227.855291109743,NA,NA
"335","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",3,NA,"01",0,63457.6626544555,256.337057401301,NA,NA
"336","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",3,NA,"01",0,96496.1149571619,170.890404292495,NA,NA
"337","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",3,NA,"01",0,71859.69973173,655.082478727622,NA,NA
"338","S3_24_2M_3","3","2",24,"S3_24_2M","3",3,NA,"01",0,386239.483680082,56.9632746375757,NA,NA
"339","S3_24_4M_3","3","4",24,"S3_24_4M","3",3,NA,"01",0,60637.3028831801,113.926355816214,NA,NA
"340","S11_24_2M_3","11","2",24,"S11_24_2M","3",3,NA,"01",0,232638.672028089,28.4817179270432,NA,NA
"341","S11_24_4M_3","11","4",24,"S11_24_4M","3",3,NA,"01",0,50099.143328004,313.297655831748,NA,NA
"342","S13_24_2M_3","13","2",24,"S13_24_2M","3",3,NA,"01",0,143749.75277435,484.197701042987,NA,NA
"343","S13_24_4M_3","13","4",24,"S13_24_4M","3",3,NA,"01",0,60182.585356394,512.677016760574,NA,NA
"344","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",3,NA,"01",0,249872.657241504,113.928032482163,NA,NA
"345","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",3,NA,"01",0,63622.2425772085,401.4021613704,NA,NA
"346","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",3,NA,"01",0,28.6714685940049,0,NA,NA
"347","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",3,NA,"01",0,0,28.6713052226964,NA,NA
"348","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",3,NA,"01",0,90146.1680201889,284.822015861576,NA,NA
"349","S1C_36_3.5M_1","1C","3,5",36,"S1C_36_3.5M","1",3,NA,"01",0,130703.343396051,1053.82952836215,NA,NA
"350","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",3,NA,"01",0,90516.6000071256,1892.33310119426,NA,NA
"351","S3_36_2M_1","3","2",36,"S3_36_2M","1",3,NA,"01",0,108694.156787561,143.358159835876,NA,NA
"352","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",3,NA,"01",0,57715.5676194051,229.371356659335,NA,NA
"353","S3_36_4M_1","3","4",36,"S3_36_4M","1",3,NA,"01",0,40684.7907523854,774.129210933337,NA,NA
"354","S11_36_2M_1","11","2",36,"S11_36_2M","1",3,NA,"01",0,53432.5496850397,85.4465080251169,NA,NA
"355","S11_36_3.5M_1","11","3,5",36,"S11_36_3.5M","1",3,NA,"01",0,38792.7366018624,2107.68172433026,NA,NA
"356","S11_36_4M_1","11","4",36,"S11_36_4M","1",3,NA,"01",0,39710.4139213992,3899.36194462837,NA,NA
"357","S13_36_2M_1","13","2",36,"S13_36_2M","1",3,NA,"01",0,121915.391498192,1060.88181689395,NA,NA
"358","S13_36_3.5M_1","13","3,5",36,"S13_36_3.5M","1",3,NA,"01",0,56082.28734123,2408.44178766018,NA,NA
"359","S13_36_4M_1","13","4",36,"S13_36_4M","1",3,NA,"01",0,52670.0280193744,1433.5881333526,NA,NA
"360","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",3,NA,"01",0,117232.21085777,541.159379566966,NA,NA
"361","Mix_36_3.5M_1","mix","3,5",36,"Mix_36_3.5M","1",3,NA,"01",0,83651.136999002,740.527600263552,NA,NA
"362","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",3,NA,"01",0,59694.371770166,1462.25406353433,NA,NA
"363","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",3,NA,"01",0,90175.1606549173,427.235442142691,NA,NA
"364","S1C_36_3.5M_2","1C","3,5",36,"S1C_36_3.5M","2",3,NA,"01",0,131201.68692243,917.494314142868,NA,NA
"365","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",3,NA,"01",0,98028.644842549,2007.02109943797,NA,NA
"366","S3_36_2M_2","3","2",36,"S3_36_2M","2",3,NA,"01",0,127129.798822597,114.686331820114,NA,NA
"367","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",3,NA,"01",0,63769.9889002174,227.851679857856,NA,NA
"368","S3_36_4M_2","3","4",36,"S3_36_4M","2",3,NA,"01",0,51608.6099725118,882.928757807873,NA,NA
"369","S11_36_2M_2","11","2",36,"S11_36_2M","2",3,NA,"01",0,60841.4803794843,114.687050668208,NA,NA
"370","S11_36_3.5M_2","11","3,5",36,"S11_36_3.5M","2",3,NA,"01",0,41316.104173127,1777.65333708111,NA,NA
"371","S11_36_4M_2","11","4",36,"S11_36_4M","2",3,NA,"01",0,42665.5410039288,2705.75860839335,NA,NA
"372","S13_36_2M_2","13","2",36,"S13_36_2M","2",3,NA,"01",0,124521.890988576,630.780935240313,NA,NA
"373","S13_36_3.5M_2","13","3,5",36,"S13_36_3.5M","2",3,NA,"01",0,73542.8198068138,602.104957482686,NA,NA
"374","S13_36_4M_2","13","4",36,"S13_36_4M","2",3,NA,"01",0,51007.2983018861,1118.20384135669,NA,NA
"375","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",3,NA,"01",0,97027.5116565571,286.724325226233,NA,NA
"376","Mix_36_3.5M_2","mix","3,5",36,"Mix_36_3.5M","2",3,NA,"01",0,74661.7805045399,1404.92597723597,NA,NA
"377","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",3,NA,"01",0,55508.2478592432,2035.68470971398,NA,NA
"378","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",3,NA,"01",0,80281.804635298,401.40902317649,NA,NA
"379","S1C_36_3.5M_3","1C","3,5",36,"S1C_36_3.5M","3",3,NA,"01",0,110414.958030817,774.137592010403,NA,NA
"380","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",3,NA,"01",0,84008.456091091,2236.4025853601,NA,NA
"381","S3_36_2M_3","3","2",36,"S3_36_2M","3",3,NA,"01",0,95390.5195547918,114.686527868701,NA,NA
"382","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",3,NA,"01",0,56941.3743995222,344.056642897415,NA,NA
"383","S3_36_4M_3","3","4",36,"S3_36_4M","3",3,NA,"01",0,46965.874342368,484.184271570804,NA,NA
"384","S11_36_2M_3","11","2",36,"S11_36_2M","3",3,NA,"01",0,82566.6151391882,514.142522802757,NA,NA
"385","S11_36_3.5M_3","11","3,5",36,"S11_36_3.5M","3",3,NA,"01",0,46425.5397626074,1899.36815930185,NA,NA
"386","S11_36_4M_3","11","4",36,"S11_36_4M","3",3,NA,"01",0,40772.0290958635,2433.93603574742,NA,NA
"387","S13_36_2M_3","13","2",36,"S13_36_2M","3",3,NA,"01",0,167401.434898211,552.64579348149,NA,NA
"388","S13_36_3.5M_3","13","3,5",36,"S13_36_3.5M","3",3,NA,"01",0,81448.4969475388,595.319279259217,NA,NA
"389","S13_36_4M_3","13","4",36,"S13_36_4M","3",3,NA,"01",0,65796.834934621,510.760016126806,NA,NA
"390","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",3,NA,"01",0,118704.421601251,375.755003629858,NA,NA
"391","Mix_36_3.5M_3","mix","3,5",36,"Mix_36_3.5M","3",3,NA,"01",0,81568.3261538418,916.25292817902,NA,NA
"392","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",3,NA,"01",0,65275.0651111934,1137.25915431559,NA,NA
"393","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",3,NA,"01",0,8.10810233578513,0,NA,NA
"394","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",3,NA,"01",0,40.4961385419476,16.198455416779,NA,NA
"395","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",3,NA,"01",0,8.09928246263889,8.09928246263889,NA,NA
"396","S1C_24_2M","1C","2",24,"pooled","pooled",3,NA,"01",0,105173.546792414,161.396503690855,NA,NA
"397","S1C_24_4M","1C","4",24,"pooled","pooled",3,NA,"01",0,74660.2749871523,569.63589548229,NA,NA
"398","S3_24_2M","3","2",24,"pooled","pooled",3,NA,"01",0,369968.012676572,56.963435854342,NA,NA
"399","S3_24_4M","3","4",24,"pooled","pooled",3,NA,"01",0,57855.5270362721,151.901587427528,NA,NA
"400","S11_24_2M","11","2",24,"pooled","pooled",3,NA,"01",0,215170.833640184,66.4577072573023,NA,NA
"401","S11_24_4M","11","4",24,"pooled","pooled",3,NA,"01",0,45601.1498134667,285.575991928611,NA,NA
"402","S13_24_2M","13","2",24,"pooled","pooled",3,NA,"01",0,152207.805619941,427.230041214731,NA,NA
"403","S13_24_4M","13","4",24,"pooled","pooled",3,NA,"01",0,58330.946066499,436.722716537451,NA,NA
"404","Mix_24_2M","mix","2",24,"pooled","pooled",3,NA,"01",0,239951.708584245,142.409976116793,NA,NA
"405","Mix_24_4M","mix","4",24,"pooled","pooled",3,NA,"01",0,62895.1824227958,276.209551922258,NA,NA
"406","S1C_36_2M","1C","2",36,"pooled","pooled",3,NA,"01",0,86867.7111034681,371.155493726919,NA,NA
"407","S1C_36_3.5M","1C","3,5",36,"pooled","pooled",3,NA,"01",0,124106.662783099,915.15381150514,NA,NA
"408","S1C_36_4M","1C","4",36,"pooled","pooled",3,NA,"01",0,90851.2336469219,2045.25226199744,NA,NA
"409","S3_36_2M","3","2",36,"pooled","pooled",3,NA,"01",0,110404.825054983,124.243673174897,NA,NA
"410","S3_36_3.5M","3","3,5",36,"pooled","pooled",3,NA,"01",0,59475.6436397149,267.093226471535,NA,NA
"411","S3_36_4M","3","4",36,"pooled","pooled",3,NA,"01",0,46419.7583557551,713.747413437338,NA,NA
"412","S11_36_2M","11","2",36,"pooled","pooled",3,NA,"01",0,65613.5484012374,238.092027165361,NA,NA
"413","S11_36_3.5M","11","3,5",36,"pooled","pooled",3,NA,"01",0,42178.1268458656,1928.23440690441,NA,NA
"414","S11_36_4M","11","4",36,"pooled","pooled",3,NA,"01",0,41049.3280070638,3013.01886292305,NA,NA
"415","S13_36_2M","13","2",36,"pooled","pooled",3,NA,"01",0,137946.239128326,748.102848538584,NA,NA
"416","S13_36_3.5M","13","3,5",36,"pooled","pooled",3,NA,"01",0,70357.8680318609,1201.95534146736,NA,NA
"417","S13_36_4M","13","4",36,"pooled","pooled",3,NA,"01",0,56491.3870852938,1020.85066361203,NA,NA
"418","Mix_36_2M","mix","2",36,"pooled","pooled",3,NA,"01",0,110988.048038526,401.212902807686,NA,NA
"419","Mix_36_3.5M","mix","3,5",36,"pooled","pooled",3,NA,"01",0,79960.4145524612,1020.56883522618,NA,NA
"420","Mix_36_4M","mix","4",36,"pooled","pooled",3,NA,"01",0,60159.2282468675,1545.06597585463,NA,NA
"421","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",4,NA,"01",0,152093.234633888,256.336912304306,NA,NA
"422","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",4,NA,"01",0,96241.0322983567,797.498935884578,NA,NA
"423","S3_24_2M_1","3","2",24,"S3_24_2M","1",4,NA,"01",0,729207.103718365,113.929709197463,NA,NA
"424","S3_24_4M_1","3","4",24,"S3_24_4M","1",4,NA,"01",0,75376.9473307112,229.370703174473,NA,NA
"425","S11_24_2M_1","11","2",24,"S11_24_2M","1",4,NA,"01",0,403418.934667103,56.9639839970492,NA,NA
"426","S11_24_4M_1","11","4",24,"S11_24_4M","1",4,NA,"01",0,58387.4887009791,398.743825274979,NA,NA
"427","S13_24_2M_1","13","2",24,"S13_24_2M","1",4,NA,"01",0,310884.462137863,284.823144423146,NA,NA
"428","S13_24_4M_1","13","4",24,"S13_24_4M","1",4,NA,"01",0,85786.9343962543,769.006384030168,NA,NA
"429","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",4,NA,"01",0,401910.981580974,284.821048530206,NA,NA
"430","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",4,NA,"01",0,74992.0661640902,484.187286285428,NA,NA
"431","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",4,NA,"01",0,263655.859806177,256.336041725785,NA,NA
"432","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",4,NA,"01",0,88920.1246964334,854.453472419283,NA,NA
"433","S3_24_2M_2","3","2",24,"S3_24_2M","2",4,NA,"01",0,645940.171499815,56.9637260461056,NA,NA
"434","S3_24_4M_2","3","4",24,"S3_24_4M","2",4,NA,"01",0,83051.9373081885,256.333139840088,NA,NA
"435","S11_24_2M_2","11","2",24,"S11_24_2M","2",4,NA,"01",0,372682.857171036,85.445057051059,NA,NA
"436","S11_24_4M_2","11","4",24,"S11_24_4M","2",4,NA,"01",0,55368.0522256508,398.741116851395,NA,NA
"437","S13_24_2M_2","13","2",24,"S13_24_2M","2",4,NA,"01",0,256367.716013037,170.89282258396,NA,NA
"438","S13_24_4M_2","13","4",24,"S13_24_4M","2",4,NA,"01",0,84021.3532397785,598.118107808593,NA,NA
"439","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",4,NA,"01",0,363943.305771624,199.374169698026,NA,NA
"440","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",4,NA,"01",0,83906.7135645804,313.297301157632,NA,NA
"441","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",4,NA,"01",0,200818.856588944,229.376192563042,NA,NA
"442","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",4,NA,"01",0,90458.1409467881,655.08099552145,NA,NA
"443","S3_24_2M_3","3","2",24,"S3_24_2M","3",4,NA,"01",0,703826.870584195,170.893983388174,NA,NA
"444","S3_24_4M_3","3","4",24,"S3_24_4M","3",4,NA,"01",0,90941.3531989411,427.222141554687,NA,NA
"445","S11_24_2M_3","11","2",24,"S11_24_2M","3",4,NA,"01",0,401964.987900507,142.409476334056,NA,NA
"446","S11_24_4M_3","11","4",24,"S11_24_4M","3",4,NA,"01",0,74877.9278263635,313.296769147965,NA,NA
