"","Sample.ID","Culture","Salinity","Temperature","Treatment.ID","Replicate","Day","Date","Week","Continuation","DunaAlive","DunaDead","Fluorescenc","Absorbance"
"2398","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",35,NA,"05",1,907890.000686392,199.386020104309,NA,NA
"2399","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",35,NA,"05",1,62260.7886952909,113.926420302454,NA,NA
"2400","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",35,NA,"05",1,800488.439038347,114.695481468402,NA,NA
"2401","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",35,NA,"05",1,123810.51839791,170.890984676204,NA,NA
"2402","S3_24_2M_3","3","2",24,"S3_24_2M","3",35,NA,"05",1,817736.690817931,313.341819033589,NA,NA
"2403","S3_24_4M_3","3","4",24,"S3_24_4M","3",35,NA,"05",1,139561.83979065,113.928032482163,NA,NA
"2404","S13_24_2M_3","13","2",24,"S13_24_2M","3",35,NA,"05",1,426550.175295716,484.198249200533,NA,NA
"2405","S13_24_4M_3","13","4",24,"S13_24_4M","3",35,NA,"05",1,94531.4638991546,284.819113887179,NA,NA
"2406","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",35,NA,"05",1,1099165.35190983,113.929709197463,NA,NA
"2407","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",35,NA,"05",1,162147.429753956,113.927581067245,NA,NA
"2408","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",35,NA,"05",1,822106.543780047,284.820726087877,NA,NA
"2409","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",35,NA,"05",1,73255.3935502413,57.3427738162358,NA,NA
"2410","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",35,NA,"05",1,803914.235243259,284.823466870951,NA,NA
"2411","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",35,NA,"05",1,135289.538572568,28.4820081205407,NA,NA
"2412","S3_36_2M_1","3","2",36,"S3_36_2M","1",35,NA,"05",1,818169.533664702,398.773620362966,NA,NA
"2413","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",35,NA,"05",1,167672.945788508,114.68737742032,NA,NA
"2414","S3_36_4M_1","3","4",36,"S3_36_4M","1",35,NA,"05",1,200.703825398252,0,NA,NA
"2415","S13_36_2M_1","13","2",36,"S13_36_2M","1",35,NA,"05",1,28.6715339430496,0,NA,NA
"2416","S13_36_4M_1","13","4",36,"S13_36_4M","1",35,NA,"05",1,99323.2305579153,544.786772690644,NA,NA
"2417","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",35,NA,"05",1,141781.831333391,484.188656622668,NA,NA
"2418","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",35,NA,"05",1,79708.0452391018,286.719587191014,NA,NA
"2419","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",35,NA,"05",1,4984.36270653784,170.892435652726,NA,NA
"2420","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",35,NA,"05",1,16887.5912286662,430.074479507628,NA,NA
"2421","S3_36_2M_2","3","2",36,"S3_36_2M","2",35,NA,"05",1,256.339378975563,28.482153219507,NA,NA
"2422","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",35,NA,"05",1,28.4819597545472,28.4819597545472,NA,NA
"2423","S3_36_4M_2","3","4",36,"S3_36_4M","2",35,NA,"05",1,172.031360208722,0,NA,NA
"2424","S13_36_2M_2","13","2",36,"S13_36_2M","2",35,NA,"05",1,85.4460727277252,0,NA,NA
"2425","S13_36_4M_2","13","4",36,"S13_36_4M","2",35,NA,"05",1,229933.190393432,1737.60215733392,NA,NA
"2426","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",35,NA,"05",1,167736.88442981,86.0189150922103,NA,NA
"2427","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",35,NA,"05",1,57029.1433201156,0,NA,NA
"2428","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",35,NA,"05",1,243549.331866249,802.846867465856,NA,NA
"2429","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",35,NA,"05",1,176393.106419773,114.689926150698,NA,NA
"2430","S3_36_2M_3","3","2",36,"S3_36_2M","3",35,NA,"05",1,75224.4750264397,56.9666603759483,NA,NA
"2431","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",35,NA,"05",1,152967.689003493,688.139556904187,NA,NA
"2432","S3_36_4M_3","3","4",36,"S3_36_4M","3",35,NA,"05",1,135416.580752079,659.449789815334,NA,NA
"2433","S13_36_2M_3","13","2",36,"S13_36_2M","3",35,NA,"05",1,60296.7183656963,142.410766097535,NA,NA
"2434","S13_36_4M_3","13","4",36,"S13_36_4M","3",35,NA,"05",1,5218.26080540346,114.687050668208,NA,NA
"2435","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",35,NA,"05",1,64023.8271456589,200.701652494229,NA,NA
"2436","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",35,NA,"05",1,1978.36289700658,0,NA,NA
"2437","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",35,NA,"05",1,172.030477977013,0,NA,NA
"2438","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",35,NA,"05",1,57.3434599839421,0,NA,NA
"2439","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",35,NA,"05",1,256.336622110809,56.9636938024019,NA,NA
"2440","S1C_24_2M","1C","2",24,"pooled","pooled",35,NA,"05",1,599451.523482169,180.65139125563,NA,NA
"2441","S1C_24_4M","1C","4",24,"pooled","pooled",35,NA,"05",1,118570.355768986,151.903608018066,NA,NA
"2442","S3_24_2M","3","2",24,"pooled","pooled",35,NA,"05",1,823386.808032503,522.187648396589,NA,NA
"2443","S3_24_4M","3","4",24,"pooled","pooled",35,NA,"05",1,139590.97148856,75.9524730768477,NA,NA
"2444","S13_24_2M","13","2",24,"pooled","pooled",35,NA,"05",1,818612.31408282,284.826713013762,NA,NA
"2445","S13_24_4M","13","4",24,"pooled","pooled",35,NA,"05",1,99543.9481635395,189.879140562231,NA,NA
"2446","Mix_24_2M","mix","2",24,"pooled","pooled",35,NA,"05",1,883440.23225571,246.854743669779,NA,NA
"2447","Mix_24_4M","mix","4",24,"pooled","pooled",35,NA,"05",1,122064.232733906,85.44540635937,NA,NA
"2448","S1C_36_2M","1C","2",36,"pooled","pooled",35,NA,"05",1,350815.976605349,419.520923329844,NA,NA
"2449","S1C_36_4M","1C","4",36,"pooled","pooled",35,NA,"05",1,109523.412073669,191.082137926289,NA,NA
"2450","S3_36_2M","3","2",36,"pooled","pooled",35,NA,"05",1,297883.449356706,161.40747798614,NA,NA
"2451","S3_36_3.5M","3","3,5",36,"pooled","pooled",35,NA,"05",1,106889.705583919,277.102964693018,NA,NA
"2452","S3_36_4M","3","4",36,"pooled","pooled",35,NA,"05",1,45263.105312562,219.816596605111,NA,NA
"2453","S13_36_2M","13","2",36,"pooled","pooled",35,NA,"05",1,20136.9453241224,47.470255365845,NA,NA
"2454","S13_36_4M","13","4",36,"pooled","pooled",35,NA,"05",1,111491.560585584,799.025326897591,NA,NA
"2455","Mix_36_2M","mix","2",36,"pooled","pooled",35,NA,"05",1,124514.18096962,256.969741403036,NA,NA
"2456","Mix_36_4M","mix","4",36,"pooled","pooled",35,NA,"05",1,46238.5171520747,95.573195730338,NA,NA
"2457","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",36,NA,"06",0,33551.6536327192,0,NA,NA
"2458","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",36,NA,"06",0,10367.2925110344,85.4447184975361,NA,NA
"2459","S3_24_2M_1","3","2",24,"S3_24_2M","1",36,NA,"06",0,387930.220640966,427.235925816042,NA,NA
"2460","S3_24_4M_1","3","4",24,"S3_24_4M","1",36,NA,"06",0,29388.3390373662,344.058603364288,NA,NA
"2461","S13_24_2M_1","13","2",24,"S13_24_2M","1",36,NA,"06",0,115868.744231928,341.795705698902,NA,NA
"2462","S13_24_4M_1","13","4",24,"S13_24_4M","1",36,NA,"06",0,20763.1018527526,199.371348380341,NA,NA
"2463","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",36,NA,"06",0,107579.528505618,113.931192486755,NA,NA
"2464","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",36,NA,"06",0,16975.0654504798,0,NA,NA
"2465","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",36,NA,"06",0,64341.1477028608,142.410685486633,NA,NA
"2466","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",36,NA,"06",0,9683.76765109198,0,NA,NA
"2467","S3_24_2M_2","3","2",24,"S3_24_2M","2",36,NA,"06",0,320084.249702731,313.30545886546,NA,NA
"2468","S3_24_4M_2","3","4",24,"S3_24_4M","2",36,NA,"06",0,21190.3861431846,541.152334301758,NA,NA
"2469","S13_24_2M_2","13","2",24,"S13_24_2M","2",36,NA,"06",0,132501.451837422,455.722964187179,NA,NA
"2470","S13_24_4M_2","13","4",24,"S13_24_4M","2",36,NA,"06",0,18199.745643317,28.4816050756134,NA,NA
"2471","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",36,NA,"06",0,119685.327447015,227.863545829634,NA,NA
"2472","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",36,NA,"06",0,15579.4732504333,142.408347810176,NA,NA
"2473","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",36,NA,"06",0,50669.6358522622,28.482088730895,NA,NA
"2474","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",36,NA,"06",0,10709.0653233317,113.926226843955,NA,NA
"2475","S3_24_2M_3","3","2",24,"S3_24_2M","3",36,NA,"06",0,375480.013354057,199.374959681286,NA,NA
"2476","S3_24_4M_3","3","4",24,"S3_24_4M","3",36,NA,"06",0,23639.8526414927,598.116753579937,NA,NA
"2477","S13_24_2M_3","13","2",24,"S13_24_2M","3",36,NA,"06",0,119856.292952363,199.38071546258,NA,NA
"2478","S13_24_4M_3","13","4",24,"S13_24_4M","3",36,NA,"06",0,20990.9548223301,142.408105985958,NA,NA
"2479","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",36,NA,"06",0,121024.847868149,113.9325468281,NA,NA
"2480","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",36,NA,"06",0,19196.7322130988,142.408992678775,NA,NA
"2481","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",36,NA,"06",0,0,0,NA,NA
"2482","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",36,NA,"06",0,85.4444283109374,28.4814761036458,NA,NA
"2483","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",36,NA,"06",0,13329.7986121314,142.412378334737,NA,NA
"2484","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",36,NA,"06",0,11392.7129655904,313.299606553737,NA,NA
"2485","S3_36_2M_1","3","2",36,"S3_36_2M","1",36,NA,"06",0,683.57012954148,0,NA,NA
"2486","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",36,NA,"06",0,3275.40868561848,28.481814657552,NA,NA
"2487","S3_36_4M_1","3","4",36,"S3_36_4M","1",36,NA,"06",0,86.015042938468,0,NA,NA
"2488","S13_36_2M_1","13","2",36,"S13_36_2M","1",36,NA,"06",0,26723.8035228587,114.694435720423,NA,NA
"2489","S13_36_4M_1","13","4",36,"S13_36_4M","1",36,NA,"06",0,5935.00752621126,86.0146018291487,NA,NA
"2490","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",36,NA,"06",0,43383.0219802949,114.694043569848,NA,NA
"2491","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",36,NA,"06",0,11124.6565927764,200.702567395451,NA,NA
"2492","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",36,NA,"06",0,22843.0618580833,85.4478623120322,NA,NA
"2493","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",36,NA,"06",0,9604.98028993458,0,NA,NA
"2494","S3_36_2M_2","3","2",36,"S3_36_2M","2",36,NA,"06",0,1892.34819716766,0,NA,NA
"2495","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",36,NA,"06",0,16199.4628308225,86.0148468893231,NA,NA
"2496","S3_36_4M_2","3","4",36,"S3_36_4M","2",36,NA,"06",0,430.07521469234,28.6716809794893,NA,NA
"2497","S13_36_2M_2","13","2",36,"S13_36_2M","2",36,NA,"06",0,39054.0117362621,143.370087137526,NA,NA
"2498","S13_36_4M_2","13","4",36,"S13_36_4M","2",36,NA,"06",0,9256.6473995205,56.9639839970492,NA,NA
"2499","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",36,NA,"06",0,35956.3777623396,315.406822476663,NA,NA
"2500","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",36,NA,"06",0,9028.71991463232,113.927065168862,NA,NA
"2501","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",36,NA,"06",0,15999.1261803039,143.361345701648,NA,NA
"2502","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",36,NA,"06",0,10665.8167042929,86.0146508410719,NA,NA
"2503","S3_36_2M_3","3","2",36,"S3_36_2M","3",36,NA,"06",0,315.391725625825,28.6719750568932,NA,NA
"2504","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",36,NA,"06",0,10509.8015065432,313.300315913211,NA,NA
"2505","S3_36_4M_3","3","4",36,"S3_36_4M","3",36,NA,"06",0,28.6715666176836,28.6715666176836,NA,NA
"2506","S13_36_2M_3","13","2",36,"S13_36_2M","3",36,NA,"06",0,58779.8599394644,57.3462048189897,NA,NA
"2507","S13_36_4M_3","13","4",36,"S13_36_4M","3",36,NA,"06",0,11153.3093221764,28.6717463295022,NA,NA
"2508","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",36,NA,"06",0,44747.1597455056,142.416167235855,NA,NA
"2509","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",36,NA,"06",0,7804.02163354666,56.9636615587347,NA,NA
"2510","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",36,NA,"06",0,0,0,NA,NA
"2511","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",36,NA,"06",0,28.6716646420327,0,NA,NA
"2512","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",36,NA,"06",0,0,0,NA,NA
"2513","S1C_24_2M","1C","2",24,"pooled","pooled",36,NA,"06",0,49520.8123959474,56.9642580725093,NA,NA
"2514","S1C_24_4M","1C","4",24,"pooled","pooled",36,NA,"06",0,10253.3751618194,66.456981780497,NA,NA
"2515","S3_24_2M","3","2",24,"pooled","pooled",36,NA,"06",0,361164.827899251,313.305448120929,NA,NA
"2516","S3_24_4M","3","4",24,"pooled","pooled",36,NA,"06",0,24739.5259406812,494.442563748661,NA,NA
"2517","S13_24_2M","13","2",24,"pooled","pooled",36,NA,"06",0,122742.163007238,332.29979511622,NA,NA
"2518","S13_24_4M","13","4",24,"pooled","pooled",36,NA,"06",0,19984.6007727999,123.420353147304,NA,NA
"2519","Mix_24_2M","mix","2",24,"pooled","pooled",36,NA,"06",0,116096.567940261,151.909095048163,NA,NA
"2520","Mix_24_4M","mix","4",24,"pooled","pooled",36,NA,"06",0,17250.423638004,94.939113496317,NA,NA
"2521","S1C_36_2M","1C","2",36,"pooled","pooled",36,NA,"06",0,17390.6622168395,123.740528782806,NA,NA
"2522","S1C_36_4M","1C","4",36,"pooled","pooled",36,NA,"06",0,10554.5033199393,133.104752464936,NA,NA
"2523","S3_36_2M","3","2",36,"pooled","pooled",36,NA,"06",0,963.770017444988,9.5573250189644,NA,NA
"2524","S3_36_3.5M","3","3,5",36,"pooled","pooled",36,NA,"06",0,9994.89100766139,142.598992486695,NA,NA
"2525","S3_36_4M","3","4",36,"pooled","pooled",36,NA,"06",0,181.587274749497,19.1144158657243,NA,NA
"2526","S13_36_2M","13","2",36,"pooled","pooled",36,NA,"06",0,41519.2250661951,105.136909225646,NA,NA
"2527","S13_36_4M","13","4",36,"pooled","pooled",36,NA,"06",0,8781.65474930272,57.2167773852334,NA,NA
"2528","Mix_36_2M","mix","2",36,"pooled","pooled",36,NA,"06",0,41362.1864960467,190.839011094122,NA,NA
"2529","Mix_36_4M","mix","4",36,"pooled","pooled",36,NA,"06",0,9319.13271365179,123.864431374349,NA,NA
"2530","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",37,NA,"06",0,44403.1741850337,56.9636615587347,NA,NA
"2531","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",37,NA,"06",0,16063.625262646,113.926420302454,NA,NA
"2532","S3_24_2M_1","3","2",24,"S3_24_2M","1",37,NA,"06",0,837516.729466979,370.280148383578,NA,NA
"2533","S3_24_4M_1","3","4",24,"S3_24_4M","1",37,NA,"06",0,46881.4119032786,455.712387881201,NA,NA
"2534","S13_24_2M_1","13","2",24,"S13_24_2M","1",37,NA,"06",0,196277.850578083,541.181129151586,NA,NA
"2535","S13_24_4M_1","13","4",24,"S13_24_4M","1",37,NA,"06",0,26203.0470059111,170.889436995072,NA,NA
"2536","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",37,NA,"06",0,191889.697153058,284.829593517972,NA,NA
"2537","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",37,NA,"06",0,23184.0790234967,199.371686934247,NA,NA
"2538","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",37,NA,"06",0,88326.356923826,199.382295539111,NA,NA
"2539","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",37,NA,"06",0,15180.7212837345,199.371574082817,NA,NA
"2540","S3_24_2M_2","3","2",24,"S3_24_2M","2",37,NA,"06",0,766981.31457273,427.24003708374,NA,NA
"2541","S3_24_4M_2","3","4",24,"S3_24_4M","2",37,NA,"06",0,23525.9522739443,598.117430693498,NA,NA
"2542","S13_24_2M_2","13","2",24,"S13_24_2M","2",37,NA,"06",0,225068.904922145,113.930096138772,NA,NA
"2543","S13_24_4M_2","13","4",24,"S13_24_4M","2",37,NA,"06",0,28054.412759006,199.371461231515,NA,NA
"2544","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",37,NA,"06",0,234844.392709535,626.631490553036,NA,NA
"2545","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",37,NA,"06",0,20335.9120672932,227.853356496282,NA,NA
"2546","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",37,NA,"06",0,61778.1050559752,85.446894959855,NA,NA
"2547","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",37,NA,"06",0,17544.7283120991,56.9634036107113,NA,NA
"2548","S3_24_2M_3","3","2",24,"S3_24_2M","3",37,NA,"06",0,781572.404613316,256.346634166175,NA,NA
"2549","S3_24_4M_3","3","4",24,"S3_24_4M","3",37,NA,"06",0,34519.8421275764,825.969819884254,NA,NA
"2550","S13_24_2M_3","13","2",24,"S13_24_2M","3",37,NA,"06",0,208240.919732267,313.315567918881,NA,NA
"2551","S13_24_4M_3","13","4",24,"S13_24_4M","3",37,NA,"06",0,26601.9094862022,284.817018053557,NA,NA
"2552","Mix_24_2M_3","mix","2",24,"Mix_24_2M","3",37,NA,"06",0,213906.419311226,569.657574730295,NA,NA
"2553","Mix_24_4M_3","mix","4",24,"Mix_24_4M","3",37,NA,"06",0,24067.0107799198,142.408347810176,NA,NA
"2554","Blank_24_2M","blank","2",24,"Blank_24_2M","blank",37,NA,"06",0,0,0,NA,NA
"2555","Blank_24_4M","blank","4",24,"Blank_24_4M","blank",37,NA,"06",0,28.4814922250779,0,NA,NA
"2556","S1C_36_2M_1","1C","2",36,"S1C_36_2M","1",37,NA,"06",0,18608.5253471977,114.690448981188,NA,NA
"2557","S1C_36_4M_1","1C","4",36,"S1C_36_4M","1",37,NA,"06",0,14896.0902470428,170.892048723244,NA,NA
"2558","S3_36_2M_1","3","2",36,"S3_36_2M","1",37,NA,"06",0,911.433030323425,0,NA,NA
"2559","S3_36_3.5M_1","3","3,5",36,"S3_36_3.5M","1",37,NA,"06",0,5677.04782638207,57.3439174382027,NA,NA
"2560","S3_36_4M_1","3","4",36,"S3_36_4M","1",37,NA,"06",0,28.6718770304216,0,NA,NA
"2561","S13_36_2M_1","13","2",36,"S13_36_2M","1",37,NA,"06",0,33806.8206678257,286.741481491312,NA,NA
"2562","S13_36_4M_1","13","4",36,"S13_36_4M","1",37,NA,"06",0,7970.74547960161,86.0152389885066,NA,NA
"2563","Mix_36_2M_1","mix","2",36,"Mix_36_2M","1",37,NA,"06",0,69880.7706886345,458.798658604084,NA,NA
"2564","Mix_36_4M_1","mix","4",36,"Mix_36_4M","1",37,NA,"06",0,14411.904266743,142.410121212875,NA,NA
"2565","S1C_36_2M_2","1C","2",36,"S1C_36_2M","2",37,NA,"06",0,23453.9027922018,172.033516813216,NA,NA
"2566","S1C_36_4M_2","1C","4",36,"S1C_36_4M","2",37,NA,"06",0,11697.9858487642,229.372271544397,NA,NA
"2567","S3_36_2M_2","3","2",36,"S3_36_2M","2",37,NA,"06",0,2121.7249452135,0,NA,NA
"2568","S3_36_3.5M_2","3","3,5",36,"S3_36_3.5M","2",37,NA,"06",0,25747.0814936157,200.7010806852,NA,NA
"2569","S3_36_4M_2","3","4",36,"S3_36_4M","2",37,NA,"06",0,512.672954028613,28.4818307793674,NA,NA
"2570","S13_36_2M_2","13","2",36,"S13_36_2M","2",37,NA,"06",0,61781.5672191367,313.322839746659,NA,NA
"2571","S13_36_4M_2","13","4",36,"S13_36_4M","2",37,NA,"06",0,11934.0289541747,655.089894859229,NA,NA
"2572","Mix_36_2M_2","mix","2",36,"Mix_36_2M","2",37,NA,"06",0,53848.5772863612,286.73363837253,NA,NA
"2573","Mix_36_4M_2","mix","4",36,"Mix_36_4M","2",37,NA,"06",0,12816.8238507153,56.9636615587347,NA,NA
"2574","S1C_36_2M_3","1C","2",36,"S1C_36_2M","3",37,NA,"06",0,19755.1033822905,28.6721384358353,NA,NA
"2575","S1C_36_4M_3","1C","4",36,"S1C_36_4M","3",37,NA,"06",0,15380.1450920555,170.890501022839,NA,NA
"2576","S3_36_2M_3","3","2",36,"S3_36_2M","3",37,NA,"06",0,882.951247918502,0,NA,NA
"2577","S3_36_3.5M_3","3","3,5",36,"S3_36_3.5M","3",37,NA,"06",0,13500.3342974185,683.561230249038,NA,NA
"2578","S3_36_4M_3","3","4",36,"S3_36_4M","3",37,NA,"06",0,86.0151409633756,0,NA,NA
"2579","S13_36_2M_3","13","2",36,"S13_36_2M","3",37,NA,"06",0,86874.1570733212,170.899981127845,NA,NA
"2580","S13_36_4M_3","13","4",36,"S13_36_4M","3",37,NA,"06",0,14393.372486558,143.360283730657,NA,NA
"2581","Mix_36_2M_3","mix","2",36,"Mix_36_2M","3",37,NA,"06",0,63091.2549320826,341.803638458235,NA,NA
"2582","Mix_36_4M_3","mix","4",36,"Mix_36_4M","3",37,NA,"06",0,12156.9035696831,143.359711906641,NA,NA
"2583","Blank_36_2M","blank","2",36,"Blank_36_2M","blank",37,NA,"06",0,0,28.4821370973266,NA,NA
"2584","Blank_36_3.5M","blank","3,5",36,"Blank_36_3.5M","blank",37,NA,"06",0,0,0,NA,NA
"2585","Blank_36_4M","blank","4",36,"Blank_36_4M","blank",37,NA,"06",0,0,0,NA,NA
"2586","S1C_24_2M","1C","2",24,"pooled","pooled",37,NA,"06",0,64835.8787216116,113.9309506859,NA,NA
"2587","S1C_24_4M","1C","4",24,"pooled","pooled",37,NA,"06",0,16263.0249528265,123.420465998661,NA,NA
"2588","S3_24_2M","3","2",24,"pooled","pooled",37,NA,"06",0,795356.816217675,351.288939877831,NA,NA
"2589","S3_24_4M","3","4",24,"pooled","pooled",37,NA,"06",0,34975.7354349331,626.599879486318,NA,NA
"2590","S13_24_2M","13","2",24,"pooled","pooled",37,NA,"06",0,209862.558410832,322.808931069746,NA,NA
"2591","S13_24_4M","13","4",24,"pooled","pooled",37,NA,"06",0,26953.1230837064,218.359305426715,NA,NA
"2592","Mix_24_2M","mix","2",24,"pooled","pooled",37,NA,"06",0,213546.836391273,493.706219600434,NA,NA
"2593","Mix_24_4M","mix","4",24,"pooled","pooled",37,NA,"06",0,22529.0006235699,189.877797080235,NA,NA
"2594","S1C_36_2M","1C","2",36,"pooled","pooled",37,NA,"06",0,20605.8438405633,105.132034743413,NA,NA
"2595","S1C_36_4M","1C","4",36,"pooled","pooled",37,NA,"06",0,13991.4070626208,190.38494043016,NA,NA
"2596","S3_36_2M","3","2",36,"pooled","pooled",37,NA,"06",0,1305.36974115181,0,NA,NA
"2597","S3_36_3.5M","3","3,5",36,"pooled","pooled",37,NA,"06",0,14974.8212058054,313.868742790814,NA,NA
"2598","S3_36_4M","3","4",36,"pooled","pooled",37,NA,"06",0,209.119990674137,9.49394359312247,NA,NA
"2599","S13_36_2M","13","2",36,"pooled","pooled",37,NA,"06",0,60820.8483200945,256.988100788605,NA,NA
"2600","S13_36_4M","13","4",36,"pooled","pooled",37,NA,"06",0,11432.7156401114,294.821805859464,NA,NA
"2601","Mix_36_2M","mix","2",36,"pooled","pooled",37,NA,"06",0,62273.5343023594,362.445311811616,NA,NA
"2602","Mix_36_4M","mix","4",36,"pooled","pooled",37,NA,"06",0,13128.5438957138,114.244498226084,NA,NA
"2603","S1C_24_2M_1","1C","2",24,"S1C_24_2M","1",38,NA,"06",0,70862.9153125682,85.4456374347687,NA,NA
"2604","S1C_24_4M_1","1C","4",24,"S1C_24_4M","1",38,NA,"06",0,24921.6301451712,199.37304116137,NA,NA
"2605","S3_24_2M_1","3","2",24,"S3_24_2M","1",38,NA,"06",0,1104229.86839783,712.075596108794,NA,NA
"2606","S3_24_4M_1","3","4",24,"S3_24_4M","1",38,NA,"06",0,63400.7706386907,1253.20481046828,NA,NA
"2607","S13_24_2M_1","13","2",24,"S13_24_2M","1",38,NA,"06",0,359237.047504878,769.061233954307,NA,NA
"2608","S13_24_4M_1","13","4",24,"S13_24_4M","1",38,NA,"06",0,40159.4495943413,626.601341188304,NA,NA
"2609","Mix_24_2M_1","mix","2",24,"Mix_24_2M","1",38,NA,"06",0,326899.109525524,341.795705698902,NA,NA
"2610","Mix_24_4M_1","mix","4",24,"Mix_24_4M","1",38,NA,"06",0,29877.7449029476,484.196056577797,NA,NA
"2611","S1C_24_2M_2","1C","2",24,"S1C_24_2M","2",38,NA,"06",0,130575.001759471,344.071150881347,NA,NA
"2612","S1C_24_4M_2","1C","4",24,"S1C_24_4M","2",38,NA,"06",0,25064.2097082947,199.37439540689,NA,NA
"2613","S3_24_2M_2","3","2",24,"S3_24_2M","2",38,NA,"06",0,1041949.88123673,626.633973571201,NA,NA
"2614","S3_24_4M_2","3","4",24,"S3_24_4M","2",38,NA,"06",0,35972.4504653076,882.934255284668,NA,NA
"2615","S13_24_2M_2","13","2",24,"S13_24_2M","2",38,NA,"06",0,366572.989321264,341.792997036144,NA,NA
"2616","S13_24_4M_2","13","4",24,"S13_24_4M","2",38,NA,"06",0,37140.5385891851,512.676146169733,NA,NA
"2617","Mix_24_2M_2","mix","2",24,"Mix_24_2M","2",38,NA,"06",0,445618.673781405,712.078417675623,NA,NA
"2618","Mix_24_4M_2","mix","4",24,"Mix_24_4M","2",38,NA,"06",0,25804.9330642043,284.822660752806,NA,NA
"2619","S1C_24_2M_3","1C","2",24,"S1C_24_2M","3",38,NA,"06",0,93422.4144237492,284.824434218748,NA,NA
"2620","S1C_24_4M_3","1C","4",24,"S1C_24_4M","3",38,NA,"06",0,29108.5793458103,313.301734641794,NA,NA
"2621","S3_24_2M_3","3","2",24,"S3_24_2M","3",38,NA,"06",0,1018615.08812105,797.528730702683,NA,NA
"2622","S3_24_4M_3","3","4",24,"S3_24_4M","3",38,NA,"06",0,57020.6574962043,1566.50157956605,NA,NA
